name,lat,lon,fish_type,description,image_url
เขื่อนภูมิพล,17.2430158,98.9788521,"ปลาตะเพียนขาว,ปลากระสูบ,ปลานิล,ปลาช่อน,ปลากาดำ,ปลาเทโพ",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTueGrkLtte0XdqBel17NnJCOFbASwInS98vJYbPbx2lj3uFEOHCkb_uIaJFToxBKZgF2aQ8eRnM1lLVu4IKmWOHOrAsNPEmG64F46uTe0&s=10
